route_name,dir_id,day_type_id,day_type_name,time_period_name,stop_name,average_ons,average_offs,average_flow,ObjectId
Green Line,WB,day_type_01,Weekday,EARLY_AM,Prudential,5,50,137,2088
Green Line,WB,day_type_01,Weekday,EARLY_AM,Reservoir,9,8,60,2089
Green Line,WB,day_type_01,Weekday,EARLY_AM,Riverside,0,31,0,2090
Green Line,WB,day_type_01,Weekday,EARLY_AM,Riverway,1,5,24,2091
Green Line,WB,day_type_01,Weekday,EARLY_AM,Saint Mary's Street,2,2,17,2092
Green Line,WB,day_type_01,Weekday,EARLY_AM,Saint Paul Street,1,1,18,2093
Green Line,WB,day_type_01,Weekday,EARLY_AM,Science Park/West End,4,7,91,2094
Green Line,WB,day_type_01,Weekday,EARLY_AM,South Street,4,2,14,2095
Green Line,WB,day_type_01,Weekday,EARLY_AM,Summit Avenue,2,2,14,2096
Green Line,WB,day_type_01,Weekday,EARLY_AM,Sutherland Road,3,2,21,2097
Green Line,WB,day_type_01,Weekday,EARLY_AM,Symphony,10,23,121,2098
Green Line,WB,day_type_01,Weekday,EARLY_AM,Tappan Street,1,4,9,2099
Green Line,WB,day_type_01,Weekday,AM_PEAK,Babcock Street,9,33,126,2100
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Mission Park,0,1,7,2101
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Hawes Street,12,6,228,2102
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Tappan Street,8,40,88,2103
Green Line,WB,day_type_01,Weekday,AM_PEAK,Reservoir,38,31,295,2104
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Brigham Circle,9,91,329,2105
Green Line,WB,day_type_01,Weekday,EARLY_AM,Union Square,22,0,22,2106
Green Line,WB,day_type_01,Weekday,EARLY_AM,Waban,2,4,42,2107
Green Line,WB,day_type_01,Weekday,EARLY_AM,Warren Street,6,7,30,2108
Green Line,WB,day_type_01,Weekday,EARLY_AM,Washington Square,1,3,11,2109
Green Line,WB,day_type_01,Weekday,EARLY_AM,Washington Street,3,10,22,2110
Green Line,WB,day_type_01,Weekday,EARLY_AM,Woodland,3,11,33,2111
Green Line,WB,day_type_01,Weekday,AM_PEAK,Allston Street,23,10,148,2112
Green Line,WB,day_type_01,Weekday,AM_PEAK,Amory Street,7,21,151,2113
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Brookline Hills,30,22,426,2114
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Brookline Village,45,61,420,2115
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Chestnut Hill,23,34,365,2116
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Chestnut Hill Avenue,10,63,71,2117
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Chiswick Road,9,46,124,2118
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Cleveland Circle,0,54,0,2119
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Coolidge Corner,71,91,200,2120
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Copley,631,1013,3222,2121
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Dean Road,6,20,73,2122
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,East Somerville,11,26,365,2123
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Eliot,16,21,310,2124
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Englewood Avenue,5,25,54,2125
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Fairbanks Street,7,18,161,2126
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Haymarket,708,77,2872,2127
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Fenway,50,67,423,2128
Green Line,WB,day_type_01,Weekday,AM_PEAK,Back of the Hill,8,14,243,2129
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Heath Street,0,503,0,2130
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Union Square,71,0,71,2131
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Fenwood Road,5,33,302,2132
Green Line,WB,day_type_01,Weekday,AM_PEAK,Riverside,0,156,0,2133
Green Line,WB,day_type_01,Weekday,AM_PEAK,Ball Square,122,8,461,2134
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Gilman Square,69,7,368,2135
Green Line,WB,day_type_01,Weekday,AM_PEAK,Riverway,8,23,250,2136
Green Line,WB,day_type_01,Weekday,AM_PEAK,Beaconsfield,22,10,297,2137
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Waban,16,17,309,2138
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Hynes Convention Center,193,1053,1939,2139
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Museum of Fine Arts,0,1,27,2140
Green Line,WB,day_type_01,Weekday,AM_PEAK,Blandford Street,11,19,207,2141
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Newton Centre,0,1,10,2142
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Newton Highlands,0,1,9,2143
Green Line,WB,day_type_01,Weekday,AM_PEAK,Boston College,0,65,0,2144
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Government Center,1821,182,3520,2145
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Northeastern University,1,2,30,2146
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Kenmore,124,787,1285,2147
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Warren Street,23,58,254,2148
Green Line,WB,day_type_01,Weekday,AM_PEAK,Boston University Central,8,32,168,2149
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Griggs Street,12,35,322,2150
Green Line,WB,day_type_01,Weekday,AM_PEAK,Boston University East,8,16,193,2151
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Washington Square,8,47,120,2152
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Kent Street,12,8,231,2153
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,North Station,84,4,110,2154
Green Line,WB,day_type_01,Weekday,AM_PEAK,Saint Mary's Street,11,9,82,2155
Green Line,WB,day_type_01,Weekday,AM_PEAK,Saint Paul Street,12,5,100,2156
Green Line,WB,day_type_01,Weekday,AM_PEAK,Science Park/West End,33,45,986,2157
Green Line,WB,day_type_01,Weekday,AM_PEAK,South Street,6,11,66,2158
Green Line,WB,day_type_01,Weekday,AM_PEAK,Summit Avenue,11,10,85,2159
Green Line,WB,day_type_01,Weekday,AM_PEAK,Sutherland Road,13,10,125,2160
Green Line,WB,day_type_01,Weekday,AM_PEAK,Symphony,41,111,586,2161
Green Line,WB,day_type_01,Weekday,AM_PEAK,Tappan Street,12,21,67,2162
Green Line,WB,day_type_01,Weekday,AM_PEAK,Union Square,226,0,226,2163
Green Line,WB,day_type_01,Weekday,AM_PEAK,Waban,13,20,231,2164
Green Line,WB,day_type_01,Weekday,AM_PEAK,Warren Street,23,30,140,2165
Green Line,WB,day_type_01,Weekday,AM_PEAK,Washington Square,10,23,77,2166
Green Line,WB,day_type_01,Weekday,AM_PEAK,Washington Street,26,41,123,2167
Green Line,WB,day_type_01,Weekday,AM_PEAK,Woodland,11,79,156,2168
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Allston Street,20,39,304,2169
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Amory Street,27,44,454,2170
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Arlington,322,761,4989,2171
Green Line,WB,day_type_01,Weekday,AM_PEAK,Boylston,177,223,3782,2172
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Harvard Avenue,75,144,345,2173
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Babcock Street,28,53,426,2174
Green Line,WB,day_type_01,Weekday,AM_PEAK,Brandon Hall,11,4,92,2175
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Washington Street,19,84,186,2176
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Lechmere,234,221,1060,2177
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Packard's Corner,0,0,1,2178
Green Line,WB,day_type_01,Weekday,AM_PEAK,Brigham Circle,8,116,312,2179
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Park Street,56,320,332,2180
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Longwood,43,84,545,2181
Green Line,WB,day_type_01,Weekday,AM_PEAK,Brookline Hills,20,13,291,2182
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Hawes Street,9,5,233,2183
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Prudential,3,15,42,2184
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Longwood Medical Area,13,134,772,2185
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Woodland,15,85,235,2186
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Back of the Hill,6,26,506,2187
Green Line,WB,day_type_01,Weekday,AM_PEAK,Brookline Village,31,40,288,2188
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Haymarket,549,54,1886,2189
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Reservoir,2,2,14,2190
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Magoun Square,92,6,665,2191
Green Line,WB,day_type_01,Weekday,PM_PEAK,Allston Street,17,78,494,2192
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Ball Square,109,11,579,2193
Green Line,WB,day_type_01,Weekday,AM_PEAK,Chestnut Hill,14,28,277,2194
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Heath Street,0,207,0,2195
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Riverside,0,5,0,2196
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Medford/Tufts,482,0,482,2197
Green Line,WB,day_type_01,Weekday,PM_PEAK,Amory Street,35,40,861,2198
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Beaconsfield,18,22,532,2199
Green Line,WB,day_type_01,Weekday,AM_PEAK,Chestnut Hill Avenue,8,48,71,2200
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Hynes Convention Center,231,863,1604,2201
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Riverway,0,1,6,2202
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Mission Park,7,50,556,2203
Green Line,WB,day_type_01,Weekday,PM_PEAK,Arlington,406,483,5112,2204
Green Line,WB,day_type_01,Weekday,AM_PEAK,Chiswick Road,7,20,112,2205
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Kenmore,98,614,1061,2206
Green Line,WB,day_type_01,Weekday,PM_PEAK,Babcock Street,29,58,832,2207
Green Line,WB,day_type_01,Weekday,AM_PEAK,Cleveland Circle,0,58,0,2208
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Museum of Fine Arts,12,62,882,2209
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Saint Mary's Street,0,0,3,2210
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Blandford Street,49,28,473,2211
Green Line,WB,day_type_01,Weekday,AM_PEAK,Coolidge Corner,23,39,84,2212
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Boston College,0,83,0,2213
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Boston University Central,39,54,472,2214
Green Line,WB,day_type_01,Weekday,AM_PEAK,Copley,411,966,2596,2215
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Kent Street,9,7,233,2216
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Boston University East,43,29,488,2217
Green Line,WB,day_type_01,Weekday,AM_PEAK,Dean Road,10,13,64,2218
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Saint Paul Street,0,0,3,2219
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Newton Centre,15,41,472,2220
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Lechmere,183,82,534,2221
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Boylston,555,328,5399,2222
Green Line,WB,day_type_01,Weekday,PM_PEAK,Back of the Hill,5,37,264,2223
Green Line,WB,day_type_01,Weekday,AM_PEAK,East Somerville,23,19,813,2224
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Science Park/West End,3,2,34,2225
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Newton Highlands,13,35,453,2226
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Longwood,67,45,440,2227
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Brandon Hall,11,11,176,2228
Green Line,WB,day_type_01,Weekday,PM_PEAK,Ball Square,89,7,313,2229
Green Line,WB,day_type_01,Weekday,AM_PEAK,Eliot,13,12,243,2230
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,South Street,1,0,2,2231
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Northeastern University,24,101,931,2232
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,North Station,1164,82,2220,2233
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Packard's Corner,37,47,413,2234
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Park Street,1810,1824,5134,2235
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Prudential,39,359,1183,2236
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Reservoir,35,54,513,2237
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Riverside,0,239,0,2238
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Riverway,7,47,527,2239
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Saint Mary's Street,33,21,223,2240
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Saint Paul Street,13,19,226,2241
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Science Park/West End,96,37,1132,2242
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,South Street,9,22,82,2243
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Summit Avenue,14,27,178,2244
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Sutherland Road,15,33,195,2245
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Symphony,59,261,994,2246
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Tappan Street,11,44,101,2247
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Union Square,151,0,151,2248
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Waban,11,22,449,2249
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Warren Street,23,58,269,2250
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Washington Square,13,47,134,2251
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Washington Street,28,85,212,2252
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Woodland,11,230,237,2253
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Allston Street,14,43,291,2254
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Amory Street,26,34,447,2255
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Arlington,288,458,3639,2256
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Babcock Street,25,41,424,2257
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Back of the Hill,4,26,203,2258
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Ball Square,28,10,291,2259
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Beaconsfield,22,29,411,2260
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Blandford Street,49,16,425,2261
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Boston College,0,58,0,2262
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Boston University Central,45,33,460,2263
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Boston University East,48,19,448,2264
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Boylston,515,206,3829,2265
Green Line,WB,day_type_01,Weekday,AM_PEAK,Englewood Avenue,10,15,58,2266
Green Line,WB,day_type_01,Weekday,AM_PEAK,Fairbanks Street,11,12,91,2267
Green Line,WB,day_type_01,Weekday,AM_PEAK,Fenway,24,49,375,2268
Green Line,WB,day_type_01,Weekday,AM_PEAK,Fenwood Road,8,30,288,2269
Green Line,WB,day_type_01,Weekday,AM_PEAK,Gilman Square,273,11,814,2270
Green Line,WB,day_type_01,Weekday,AM_PEAK,Government Center,2256,136,4408,2271
Green Line,WB,day_type_01,Weekday,AM_PEAK,Griggs Street,18,10,137,2272
Green Line,WB,day_type_01,Weekday,AM_PEAK,Harvard Avenue,42,40,127,2273
Green Line,WB,day_type_01,Weekday,AM_PEAK,Hawes Street,11,2,90,2274
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Brigham Circle,11,153,641,2275
Green Line,WB,day_type_01,Weekday,AM_PEAK,Haymarket,472,51,2319,2276
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Longwood Medical Area,10,80,414,2277
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Brookline Hills,23,21,530,2278
Green Line,WB,day_type_01,Weekday,AM_PEAK,Heath Street,0,243,0,2279
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Summit Avenue,0,0,3,2280
Green Line,WB,day_type_01,Weekday,PM_PEAK,Beaconsfield,22,56,750,2281
Green Line,WB,day_type_01,Weekday,AM_PEAK,Hynes Convention Center,58,508,1219,2282
Green Line,WB,day_type_01,Weekday,PM_PEAK,Blandford Street,68,24,865,2283
Green Line,WB,day_type_01,Weekday,PM_PEAK,Boston College,0,71,0,2284
Green Line,WB,day_type_01,Weekday,AM_PEAK,Kenmore,65,553,714,2285
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Magoun Square,26,5,306,2286
Green Line,WB,day_type_01,Weekday,PM_PEAK,Boston University Central,48,48,877,2287
Green Line,WB,day_type_01,Weekday,AM_PEAK,Kent Street,11,7,95,2288
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Sutherland Road,0,0,1,2289
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Brookline Village,40,70,522,2290
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Medford/Tufts,285,0,285,2291
Green Line,WB,day_type_01,Weekday,PM_PEAK,Boston University East,49,24,877,2292
Green Line,WB,day_type_01,Weekday,AM_PEAK,Lechmere,160,162,1013,2293
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Mission Park,4,43,256,2294
Green Line,WB,day_type_01,Weekday,PM_PEAK,Boylston,798,247,5198,2295
Green Line,WB,day_type_01,Weekday,AM_PEAK,Longwood,24,90,305,2296
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Chestnut Hill,14,37,494,2297
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Symphony,3,9,35,2298
Green Line,WB,day_type_01,Weekday,AM_PEAK,Longwood Medical Area,9,100,430,2299
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Tappan Street,0,1,1,2300
Green Line,WB,day_type_01,Weekday,AM_PEAK,Magoun Square,107,0,567,2301
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Union Square,8,0,8,2302
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Chestnut Hill Avenue,11,71,95,2303
Green Line,WB,day_type_01,Weekday,AM_PEAK,Medford/Tufts,356,0,356,2304
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Museum of Fine Arts,9,42,487,2305
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Waban,0,0,7,2306
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Chiswick Road,10,50,154,2307
Green Line,WB,day_type_01,Weekday,PM_PEAK,Brandon Hall,8,32,360,2308
Green Line,WB,day_type_01,Weekday,AM_PEAK,Mission Park,8,17,277,2309
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Newton Centre,21,41,340,2310
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Warren Street,1,0,2,2311
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Cleveland Circle,0,71,0,2312
Green Line,WB,day_type_01,Weekday,PM_PEAK,Brigham Circle,16,96,482,2313
Green Line,WB,day_type_01,Weekday,AM_PEAK,Museum of Fine Arts,10,28,529,2314
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Newton Highlands,17,33,317,2315
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Washington Square,0,1,2,2316
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Coolidge Corner,66,99,192,2317
Green Line,WB,day_type_01,Weekday,PM_PEAK,Brookline Hills,31,55,788,2318
Green Line,WB,day_type_01,Weekday,AM_PEAK,Newton Centre,15,24,260,2319
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Northeastern University,18,73,526,2320
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,North Station,803,48,1395,2321
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Packard's Corner,37,48,414,2322
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Park Street,1395,1348,3554,2323
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Prudential,32,255,745,2324
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Reservoir,34,59,378,2325
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Riverside,0,232,0,2326
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Riverway,4,36,224,2327
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Saint Mary's Street,44,20,231,2328
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Saint Paul Street,10,23,220,2329
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Science Park/West End,124,14,652,2330
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,South Street,9,19,59,2331
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Summit Avenue,12,29,182,2332
Green Line,WB,day_type_01,Weekday,MIDDAY_SCHOOL,Sutherland Road,11,34,161,2333
Green Line,WB,day_type_01,Weekday,PM_PEAK,Brookline Village,60,95,820,2334
Green Line,WB,day_type_01,Weekday,PM_PEAK,Chestnut Hill,34,51,661,2335
Green Line,WB,day_type_01,Weekday,PM_PEAK,Chestnut Hill Avenue,12,94,91,2336
Green Line,WB,day_type_01,Weekday,PM_PEAK,Chiswick Road,10,70,173,2337
Green Line,WB,day_type_01,Weekday,PM_PEAK,Cleveland Circle,0,87,0,2338
Green Line,WB,day_type_01,Weekday,PM_PEAK,Coolidge Corner,124,164,435,2339
Green Line,WB,day_type_01,Weekday,PM_PEAK,Copley,1048,1089,5079,2340
Green Line,WB,day_type_01,Weekday,PM_PEAK,Dean Road,7,43,133,2341
Green Line,WB,day_type_01,Weekday,AM_PEAK,Newton Highlands,15,21,249,2342
Green Line,WB,day_type_01,Weekday,PM_PEAK,East Somerville,26,28,491,2343
Green Line,WB,day_type_01,Weekday,AM_PEAK,Northeastern University,16,42,545,2344
Green Line,WB,day_type_01,Weekday,PM_PEAK,Eliot,22,42,560,2345
Green Line,WB,day_type_01,Weekday,AM_PEAK,North Station,1016,76,1922,2346
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Copley,670,1411,4287,2347
Green Line,WB,day_type_01,Weekday,AM_PEAK,Packard's Corner,11,11,126,2348
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Dean Road,9,22,88,2349
Green Line,WB,day_type_01,Weekday,AM_PEAK,Park Street,1046,1558,3852,2350
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,East Somerville,28,44,861,2351
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Eliot,11,18,454,2352
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Englewood Avenue,9,26,70,2353
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Fairbanks Street,10,20,166,2354
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Fenway,38,98,578,2355
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Fenwood Road,8,53,594,2356
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Gilman Square,211,14,879,2357
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Government Center,2415,218,5096,2358
Green Line,WB,day_type_01,Weekday,MIDDAY_BASE,Griggs Street,17,34,322,2359
Green Line,WB,day_type_01,Weekday,PM_PEAK,Englewood Avenue,6,50,88,2360
Green Line,WB,day_type_01,Weekday,PM_PEAK,Fairbanks Street,9,45,321,2361
Green Line,WB,day_type_01,Weekday,PM_PEAK,Fenway,84,77,774,2362
Green Line,WB,day_type_01,Weekday,PM_PEAK,Fenwood Road,9,53,436,2363
Green Line,WB,day_type_01,Weekday,PM_PEAK,Gilman Square,163,15,492,2364
Green Line,WB,day_type_01,Weekday,PM_PEAK,Government Center,1972,247,4089,2365
Green Line,WB,day_type_01,Weekday,PM_PEAK,Griggs Street,16,73,558,2366
Green Line,WB,day_type_01,Weekday,PM_PEAK,Harvard Avenue,96,255,613,2367
Green Line,WB,day_type_01,Weekday,PM_PEAK,Hawes Street,11,12,518,2368
Green Line,WB,day_type_01,Weekday,PM_PEAK,Haymarket,586,70,2380,2369
Green Line,WB,day_type_01,Weekday,PM_PEAK,Heath Street,0,264,0,2370
Green Line,WB,day_type_01,Weekday,PM_PEAK,Hynes Convention Center,459,1271,2900,2371
Green Line,WB,day_type_01,Weekday,PM_PEAK,Kenmore,181,983,2084,2372
Green Line,WB,day_type_01,Weekday,PM_PEAK,Kent Street,16,18,516,2373
Green Line,WB,day_type_01,Weekday,PM_PEAK,Lechmere,123,94,661,2374
Green Line,WB,day_type_01,Weekday,PM_PEAK,Longwood,150,67,858,2375
Green Line,WB,day_type_01,Weekday,PM_PEAK,Longwood Medical Area,18,108,561,2376
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Washington Street,0,0,1,2377
Green Line,WB,day_type_01,Weekday,VERY_EARLY_MORNING,Woodland,0,1,5,2378
Green Line,WB,day_type_01,Weekday,EARLY_AM,Allston Street,3,3,32,2379
Green Line,WB,day_type_01,Weekday,EARLY_AM,Amory Street,2,4,42,2380
Green Line,WB,day_type_01,Weekday,EARLY_AM,Arlington,26,146,725,2381
Green Line,WB,day_type_01,Weekday,EARLY_AM,Babcock Street,3,7,38,2382
Green Line,WB,day_type_01,Weekday,EARLY_AM,Back of the Hill,1,3,21,2383
Green Line,WB,day_type_01,Weekday,EARLY_AM,Ball Square,12,0,37,2384
Green Line,WB,day_type_01,Weekday,EARLY_AM,Beaconsfield,4,2,61,2385
Green Line,WB,day_type_01,Weekday,EARLY_AM,Blandford Street,4,2,47,2386
Green Line,WB,day_type_01,Weekday,EARLY_AM,Boston College,0,14,0,2387
Green Line,WB,day_type_01,Weekday,EARLY_AM,Boston University Central,4,6,46,2388
Green Line,WB,day_type_01,Weekday,EARLY_AM,Boston University East,4,2,49,2389
Green Line,WB,day_type_01,Weekday,EARLY_AM,Boylston,31,47,874,2390
Green Line,WB,day_type_01,Weekday,EARLY_AM,Brandon Hall,1,0,13,2391
Green Line,WB,day_type_01,Weekday,EARLY_AM,Brigham Circle,1,44,42,2392
Green Line,WB,day_type_01,Weekday,EARLY_AM,Brookline Hills,3,1,61,2393
